--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
12-18 16:58:32.391 D/dalvikvm( 3999): GC_FOR_ALLOC freed 81K, 12% free 60330K/68036K, paused 60ms, total 61ms
12-18 16:58:32.395 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.395 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.397 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.400 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.400 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.400 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#86817#86817#86817#86826#86817#86824#86826#1734#23#0#30875#32327#22#0#183.235.11.40:8081#/pics/position/202008/18/2020081815554928949044.pngBizPosition_8807/element_162638/images/element_162638_img_20201218162742.jpg#200#45#0#0#2#501248#472183#440448#0#0#0#
12-18 16:58:32.400 D/pcapcmcc4( 3047): 
12-18 16:58:32.400 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.457 D/dalvikvm( 3999): GC_FOR_ALLOC freed 16K, 12% free 60769K/68460K, paused 58ms, total 58ms
12-18 16:58:32.458 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.458 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.459 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.460 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.460 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.460 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#86819#86819#86819#86839#86819#86827#86839#1734#23#0#31727#33179#22#0#183.235.11.40:8081#/pics/position/202008/21/2020082117403549513044.png#200#45#0#0#2#595264#563417#531584#0#0#0#
12-18 16:58:32.460 D/pcapcmcc4( 3047): 
12-18 16:58:32.461 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.463 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.463 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.464 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.465 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.465 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.465 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#86824#86824#86824#86840#86824#86831#86840#1878#25#0#33391#34975#24#1#183.235.11.40:8081#/pics/position/202008/21/2020082114304324993122.png#200#49#0#0#2#269568#237619#203008#0#0#0#
12-18 16:58:32.465 D/pcapcmcc4( 3047): 
12-18 16:58:32.465 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.467 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.468 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.469 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.472 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.472 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.476 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.476 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.476 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#86839#86839#86839#86855#86839#86847#86855#1758#23#1#33543#35127#24#2#183.235.11.40:8081#/pics/position/202008/21/2020082114311431200800.png#200#47#0#0#2#522880#512089#501248#0#0#0#
12-18 16:58:32.476 D/pcapcmcc4( 3047): 
12-18 16:58:32.476 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.477 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.480 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.480 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.480 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#86914#86914#86914#86923#86914#86921#86923#1691#21#0#28616#29936#20#1#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_12415691/positions/BizPosition_19629/element_143869/images/element_143869_img_20201026142331.png#200#41#0#0#2#559168#530230#501248#0#0#0#
12-18 16:58:32.480 D/pcapcmcc4( 3047): 
12-18 16:58:32.480 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.502 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.502 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.502 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.502 D/BtGatt.GattService( 3446): onScanResult() - address=16:4C:8C:C2:B0:EA, rssi=-52
12-18 16:58:32.503 D/BluetoothAdapter( 3577): onScanResult() - Device=16:4C:8C:C2:B0:EA RSSI=-52
12-18 16:58:32.506 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.506 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.506 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.507 D/BtGatt.GattService( 3446): onScanResult() - address=0A:4C:1C:97:44:A1, rssi=-64
12-18 16:58:32.507 D/BluetoothAdapter( 3577): onScanResult() - Device=0A:4C:1C:97:44:A1 RSSI=-64
12-18 16:58:32.547 D/dalvikvm( 3999): GC_FOR_ALLOC freed 49K, 12% free 61247K/68884K, paused 62ms, total 63ms
12-18 16:58:32.548 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.548 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.549 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.554 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.554 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.557 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.574 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.574 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.575 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.575 D/BtGatt.btif( 3446): btif_gattc_add_remote_bdaddr device added idx=0
12-18 16:58:32.575 D/BtGatt.GattService( 3446): onScanResult() - address=D4:B8:FF:9D:39:3C, rssi=-88
12-18 16:58:32.575 D/BluetoothAdapter( 3577): onScanResult() - Device=D4:B8:FF:9D:39:3C RSSI=-88
12-18 16:58:32.578 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.578 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.578 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.578 D/BtGatt.GattService( 3446): onScanResult() - address=01:A7:63:76:F3:9F, rssi=-48
12-18 16:58:32.578 D/BluetoothAdapter( 3577): onScanResult() - Device=01:A7:63:76:F3:9F RSSI=-48
12-18 16:58:32.621 D/dalvikvm( 3999): GC_FOR_ALLOC freed 19K, 11% free 61859K/69460K, paused 61ms, total 61ms
12-18 16:58:32.623 I/dalvikvm-heap( 3999): Grow heap (frag case) to 61.167MB for 751440-byte allocation
12-18 16:58:32.642 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.642 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.642 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.643 D/BtGatt.GattService( 3446): onScanResult() - address=3C:6D:C3:CE:6A:99, rssi=-52
12-18 16:58:32.643 D/BluetoothAdapter( 3577): onScanResult() - Device=3C:6D:C3:CE:6A:99 RSSI=-52
12-18 16:58:32.683 D/dalvikvm( 3999): GC_FOR_ALLOC freed 1K, 11% free 62591K/70196K, paused 60ms, total 60ms
12-18 16:58:32.685 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.686 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.689 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.690 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.690 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.690 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#86975#86975#86975#86993#86975#86983#86993#1800#24#0#33077#34595#23#0#183.235.11.40:8081#/pics/position/202008/21/2020082114314457237813.png#200#47#0#0#2#661888#628575#595264#0#0#0#
12-18 16:58:32.690 D/pcapcmcc4( 3047): 
12-18 16:58:32.690 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.693 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.693 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.696 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.697 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.697 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.697 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#86980#86980#86980#87009#86980#86987#87009#5927#85#1#121183#126727#84#2#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_74936126/positions/BizPosition_28256/element_157770/images/element_157770_img_20201217173248.jpg#200#169#0#0#2#502784#390893#269568#0#0#0#
12-18 16:58:32.697 D/pcapcmcc4( 3047): 
12-18 16:58:32.697 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.699 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.699 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.700 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.704 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.704 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.705 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.708 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.708 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.708 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#86990#86990#86990#86998#86990#86998#86998#348#2#0#1346#1412#1#0#183.235.11.40:8081#/pics/showFlag/201809/14/2018091415235332151175.png#200#3#0#0#2#522880#522880#522880#0#0#0#
12-18 16:58:32.708 D/pcapcmcc4( 3047): 
12-18 16:58:32.708 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.709 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.709 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.710 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.712 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.712 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.712 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.712 D/BtGatt.GattService( 3446): onScanResult() - address=6E:59:0F:8E:D4:12, rssi=-68
12-18 16:58:32.712 D/BluetoothAdapter( 3577): onScanResult() - Device=6E:59:0F:8E:D4:12 RSSI=-68
12-18 16:58:32.713 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.713 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.713 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#86994#86994#86994#87022#86994#87001#87022#5291#75#1#171662#179516#119#4#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_01471260/positions/BizPosition_12895/element_160988/images/element_160988_img_20201210093640.png#200#194#0#0#2#656064#607883#559168#0#0#0#
12-18 16:58:32.713 D/pcapcmcc4( 3047): 
12-18 16:58:32.713 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.714 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.714 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.715 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.719 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.719 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.720 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.724 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.724 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.725 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.728 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.728 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.729 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.732 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.732 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.733 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.734 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.735 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.735 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#87211#87211#87211#87229#87211#87218#87229#2813#38#1#86534#90494#60#1#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_01471260/positions/BizPosition_12889/element_116333/images/element_116333_img_20200930171947.jpg#200#98#0#0#2#522880#511284#496512#0#0#0#
12-18 16:58:32.735 D/pcapcmcc4( 3047): 
12-18 16:58:32.735 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.736 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.736 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.787 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.787 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.787 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.787 D/BtGatt.GattService( 3446): onScanResult() - address=01:A7:63:76:F3:9F, rssi=-46
12-18 16:58:32.787 D/BluetoothAdapter( 3577): onScanResult() - Device=01:A7:63:76:F3:9F RSSI=-46
12-18 16:58:32.789 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.789 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.789 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.789 D/BtGatt.GattService( 3446): onScanResult() - address=08:A3:66:0B:86:70, rssi=-68
12-18 16:58:32.789 D/BluetoothAdapter( 3577): onScanResult() - Device=08:A3:66:0B:86:70 RSSI=-68
12-18 16:58:32.800 D/dalvikvm( 3999): GC_FOR_ALLOC freed 79K, 11% free 63147K/70548K, paused 63ms, total 63ms
12-18 16:58:32.802 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.805 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.805 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.806 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.810 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.810 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.811 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.814 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.814 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.814 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#87226#87226#87226#87234#87226#87233#87234#900#10#0#12498#13092#9#2#183.235.11.40:8081#/pics/position/202008/20/2020082017100140035992.pngBizPosition_12895/element_160988/images/element_160988_img_20201210093640.png#200#19#0#0#2#680832#670400#657664#0#0#0#
12-18 16:58:32.814 D/pcapcmcc4( 3047): 
12-18 16:58:32.814 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.814 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.814 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.815 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.816 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.816 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.816 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#87222#87222#87222#87247#87222#87230#87247#2417#32#0#60786#63558#42#1#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_01471260/positions/BizPosition_12891/element_162616/images/element_162616_img_20201218154438.jpg#200#74#0#0#2#522880#520724#512000#0#0#0#
12-18 16:58:32.816 D/pcapcmcc4( 3047): 
12-18 16:58:32.816 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.818 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.818 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.819 I/SingleImageView( 3999): costTime##createCornerTextView##start
12-18 16:58:32.822 I/SingleImageView( 3999): costTime##createCornerTextView##end
12-18 16:58:32.822 I/SingleImageView( 3999): SingleImageView#showFullData##end
12-18 16:58:32.822 I/Choreographer( 3999): Skipped 91 frames!  The application may be doing too much work on its main thread.
12-18 16:58:32.825 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.825 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.825 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#60407#183.235.11.40#8081#87203#87203#87203#87276#87203#87211#87276#7721#112#0#159694#167020#111#3#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_01471260/positions/BizPosition_12893/element_116337/images/element_116337_img_20201127102953.png#200#223#0#0#2#955456#820876#661888#0#0#0#
12-18 16:58:32.825 D/pcapcmcc4( 3047): 
12-18 16:58:32.825 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.842 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.842 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.842 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#59948#183.235.11.40#8081#87250#87250#87250#87282#87250#87257#87282#492#4#0#15102#16516#12#1#183.235.11.40:8081#/pics/position/202008/21/2020082115322151211187.pngBizPosition_12889/element_116333/images/element_116333_img_20200930171947.jpg#200#16#0#0#2#522880#520432#514560#0#1#0#
12-18 16:58:32.842 D/pcapcmcc4( 3047): 
12-18 16:58:32.842 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.842 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.843 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.843 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#56749#183.235.11.40#8081#87327#87327#87327#87334#87327#87334#87334#899#9#0#10902#11430#8#1#183.235.11.40:8081#/pics/apk_site/biz_58411101/biz_49112217/positions/BizPosition_12593/element_115275/images/element_115275_img_20200904145008.png#200#17#0#0#2#687680#684849#680832#0#0#0#
12-18 16:58:32.843 D/pcapcmcc4( 3047): 
12-18 16:58:32.843 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.851 I/InfinitePageController_Page:4( 3999): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	4	childCount:	2	i:	0	focusedIndex:	-1	result:	1
12-18 16:58:32.851 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.852 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.852 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.852 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.852 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.852 D/BtGatt.GattService( 3446): onScanResult() - address=3C:6D:C3:CE:6A:99, rssi=-52
12-18 16:58:32.852 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 D/BluetoothAdapter( 3577): onScanResult() - Device=3C:6D:C3:CE:6A:99 RSSI=-52
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.853 I/InfinitePageController_Page:4( 3999): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	4	childCount:	2	i:	1	focusedIndex:	-1	result:	0
12-18 16:58:32.853 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.854 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.854 I/InfinitePageController_Page:5( 3999): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	5	childCount:	3	i:	0	focusedIndex:	-1	result:	2
12-18 16:58:32.855 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.857 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.858 D/pcapcmcc4( 3047): send_tcp_data_to_server_new: 2
12-18 16:58:32.858 D/pcapcmcc4( 3047): --- Send session --- Addr(1, 100.97.24.113 ~ 183.235.11.40) 
12-18 16:58:32.858 D/pcapcmcc4( 3047):  	 HTTPDATA:100.97.24.113#46914#183.235.11.40#8081#87329#87329#87329#87340#87329#87337#87340#876#10#0#17374#18166#12#0#183.235.11.40:8081#/pics/position/202007/22/2020072215045355673737.pngBizPosition_12891/element_162616/images/element_162616_img_20201218154438.jpg#200#22#0#0#2#522880#521120#517440#0#0#0#
12-18 16:58:32.858 D/pcapcmcc4( 3047): 
12-18 16:58:32.858 D/pcapcmcc4( 3047): reset pkg_num!
12-18 16:58:32.858 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.860 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.861 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.863 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.868 I/InfinitePageController_Page:5( 3999): InfinitePageController#ChildDrawingOrderCallback- pageIndex: 	5	childCount:	3	i:	1	focusedIndex:	-1	result:	1
12-18 16:58:32.922 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:58:32.922 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:58:32.922 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:58:32.922 D/BtGatt.GattService( 3446): onScanResult() - address=1A:EB:AF:29:BD:0A, rssi=-80
12-18 16:58:32.923 D/BluetoothAdapter( 3577): onScanResult() - Device=1A:EB:AF:29:BD:0A RSSI=-80
12-18 16:58:32.933 I/CircleCornerLayout( 3999): draw
12-18 16:58:32.933 D/dalvikvm( 3999): GC_FOR_ALLOC freed 109K, 10% free 64405K/71244K, paused 61ms, total 61ms
